review_id,employee_id,review_year,kpi_score,productivity_score,attendance_score,leadership_score,teamwork_score,final_performance_score,performance_category
371,1168,2023,90.2,84.9,90.1,91.9,86.5,88.8,Exceeds
372,1168,2024,100.0,93.3,100.0,100.0,100.0,98.7,Outstanding
373,1170,2022,70.9,63.3,69.3,74.7,76.0,70.4,Needs Improvement
374,1170,2023,85.5,82.4,89.2,76.8,92.6,85.4,Exceeds
375,1170,2024,77.1,80.9,71.9,73.3,78.5,76.5,Meets
376,1171,2022,77.6,75.0,77.7,85.7,76.3,78.1,Meets
377,1171,2023,76.0,73.5,72.7,77.4,80.9,75.8,Meets
378,1171,2024,76.4,64.7,72.7,73.1,71.5,72.1,Needs Improvement
379,1172,2023,77.9,82.8,83.9,87.0,80.6,81.9,Meets
380,1172,2024,89.2,83.8,84.6,78.0,89.8,85.6,Exceeds
381,1173,2023,83.3,79.0,86.1,89.6,82.1,83.8,Meets
382,1173,2024,66.4,69.9,68.0,64.6,73.4,68.2,Needs Improvement
383,1174,2022,85.0,79.8,89.8,77.3,87.0,84.1,Meets
384,1174,2023,96.6,90.5,96.9,99.9,96.0,95.8,Outstanding
385,1174,2024,80.0,76.8,89.4,71.8,80.5,80.1,Meets
386,1175,2022,80.3,76.4,79.7,66.8,73.4,76.3,Meets
387,1175,2023,73.1,71.1,80.9,80.4,81.5,76.6,Meets
388,1175,2024,88.5,78.3,84.3,85.9,88.7,85.3,Exceeds
389,1176,2022,89.8,81.4,80.1,76.9,79.8,82.7,Meets
390,1176,2023,77.8,78.4,87.3,81.9,80.1,80.8,Meets
391,1176,2024,82.2,80.1,77.6,83.4,88.8,82.0,Meets
392,1177,2022,69.2,75.3,69.4,75.5,69.7,71.5,Needs Improvement
393,1177,2023,83.4,84.6,84.9,86.9,85.6,84.8,Meets
394,1177,2024,69.3,66.8,77.2,65.1,76.4,70.8,Needs Improvement
395,1178,2022,88.5,89.7,99.5,94.0,93.5,92.5,Outstanding
396,1178,2023,83.2,85.5,96.8,77.5,90.9,86.7,Exceeds
397,1178,2024,75.2,72.6,71.2,74.3,74.5,73.6,Needs Improvement
398,1179,2023,92.1,87.2,80.9,90.9,85.1,87.7,Exceeds
399,1179,2024,74.2,81.0,74.2,72.9,86.4,77.2,Meets
400,1180,2023,75.3,81.6,77.0,76.2,82.9,78.2,Meets
401,1180,2024,95.3,87.1,96.9,89.8,94.0,93.0,Outstanding
402,1181,2024,76.7,75.2,73.8,78.3,83.3,77.1,Meets
403,1182,2024,100.0,94.0,98.2,100.0,100.0,98.4,Outstanding
404,1183,2023,88.0,85.1,77.3,74.2,89.8,83.5,Meets
405,1183,2024,76.9,64.7,71.8,75.2,70.7,72.3,Needs Improvement
406,1184,2022,66.5,61.4,74.6,74.1,70.8,68.9,Needs Improvement
407,1184,2023,82.6,84.3,81.3,92.3,84.7,84.5,Meets
408,1184,2024,84.4,85.0,80.8,82.8,89.4,84.3,Meets
409,1185,2022,80.9,82.0,87.8,83.5,87.1,83.8,Meets
410,1185,2023,79.9,82.9,81.3,72.3,80.7,79.8,Meets
411,1185,2024,85.5,87.7,92.2,88.5,80.8,87.0,Exceeds
412,1186,2024,84.7,80.9,72.1,80.6,85.4,80.9,Meets
413,1187,2022,86.9,87.0,95.5,80.8,95.0,88.9,Exceeds
414,1187,2023,60.4,59.4,55.4,50.3,64.1,58.2,Needs Improvement
415,1187,2024,68.6,73.5,78.3,60.9,76.6,71.6,Needs Improvement
416,1188,2022,80.6,81.6,90.1,79.4,82.8,82.8,Meets
417,1188,2023,79.1,83.3,92.5,73.9,86.5,82.9,Meets
418,1188,2024,75.9,81.6,80.8,73.8,82.1,78.6,Meets
419,1189,2023,89.6,81.6,83.4,77.1,90.5,85.0,Exceeds
420,1189,2024,78.0,79.7,79.9,79.4,85.6,80.1,Meets
421,1190,2022,89.2,93.3,99.9,89.4,100.0,93.8,Outstanding
422,1190,2023,84.8,88.7,92.8,93.6,82.6,88.2,Exceeds
423,1190,2024,88.8,79.1,89.2,84.9,87.2,86.1,Exceeds
424,1193,2022,80.7,77.5,86.2,74.2,77.8,79.8,Meets
425,1193,2023,87.5,76.6,73.2,76.8,82.8,80.2,Meets
426,1193,2024,94.1,92.9,90.7,87.2,94.5,92.2,Outstanding
427,1194,2024,82.4,74.6,71.9,85.1,78.1,78.5,Meets
428,1195,2024,89.4,84.0,84.0,77.4,88.5,85.3,Exceeds
429,1196,2023,80.6,74.8,73.1,71.4,79.5,76.4,Meets
430,1196,2024,90.9,87.0,76.9,76.9,90.7,85.2,Exceeds
431,1197,2022,80.7,76.7,69.9,77.4,74.9,76.4,Meets
432,1197,2023,92.4,82.4,79.3,94.7,95.0,88.5,Exceeds
433,1197,2024,68.8,70.1,82.6,76.7,74.4,73.8,Needs Improvement
434,1198,2022,86.8,79.0,84.2,78.3,89.2,83.8,Meets
435,1198,2023,93.9,85.9,84.9,83.0,87.6,87.9,Exceeds
436,1198,2024,87.0,84.1,87.0,85.8,87.0,86.2,Exceeds
437,1200,2023,97.3,91.9,86.6,86.3,99.1,92.7,Outstanding
438,1200,2024,100.0,98.0,100.0,93.1,100.0,98.6,Outstanding
439,1201,2022,83.0,86.1,91.7,91.8,83.9,86.8,Exceeds
440,1201,2023,83.2,86.6,84.0,76.7,89.0,83.9,Meets
441,1201,2024,84.1,81.1,78.2,70.5,82.5,80.0,Meets
442,1202,2022,84.9,85.8,83.3,72.0,86.2,83.0,Meets
443,1202,2023,87.4,74.5,73.6,86.4,76.6,80.3,Meets
444,1202,2024,80.5,85.3,90.7,76.1,77.7,82.4,Meets
445,1203,2024,81.3,75.7,84.4,82.9,74.5,80.0,Meets
446,1204,2022,95.2,92.6,94.3,97.3,97.3,95.1,Outstanding
447,1204,2023,82.8,80.8,88.1,73.4,79.4,81.5,Meets
448,1204,2024,87.1,81.7,90.7,83.8,89.8,86.6,Exceeds
449,1205,2022,82.7,83.0,84.5,72.2,86.2,82.1,Meets
450,1205,2023,81.4,82.3,78.3,85.1,85.1,82.1,Meets
451,1205,2024,88.4,83.5,83.9,81.8,85.4,85.1,Exceeds
452,1206,2023,83.1,79.8,84.0,84.2,76.9,81.9,Meets
453,1206,2024,95.5,82.9,88.4,96.2,91.2,91.0,Outstanding
454,1207,2023,74.7,76.3,87.1,78.4,84.5,79.5,Meets
455,1207,2024,81.8,75.6,76.9,71.7,78.2,77.5,Meets
456,1208,2022,86.9,87.2,81.1,85.5,85.2,85.3,Exceeds
457,1208,2023,71.4,71.2,68.4,77.2,66.8,70.9,Needs Improvement
458,1208,2024,93.5,94.8,95.0,87.3,98.2,93.8,Outstanding
459,1210,2022,81.9,77.3,75.8,77.2,84.8,79.5,Meets
460,1210,2023,85.4,75.2,85.7,83.8,81.2,82.6,Meets
461,1210,2024,76.5,76.4,75.5,78.9,84.6,77.9,Meets
462,1211,2022,75.9,76.4,71.6,69.4,76.7,74.3,Needs Improvement
463,1211,2023,85.1,79.9,80.4,80.6,88.3,82.9,Meets
464,1211,2024,98.8,90.5,91.4,95.2,100.0,95.3,Outstanding
465,1212,2022,83.9,78.8,94.1,77.9,87.7,84.6,Meets
466,1212,2023,82.3,76.9,82.0,75.7,86.3,80.8,Meets
467,1212,2024,84.1,85.1,83.6,76.2,80.8,82.5,Meets
468,1213,2024,90.0,78.7,83.0,76.4,89.6,84.2,Meets
469,1217,2022,76.8,79.1,88.9,80.5,85.5,81.5,Meets
470,1217,2023,75.3,74.9,80.3,86.6,77.2,78.2,Meets
471,1217,2024,92.5,93.7,88.7,83.6,95.9,91.2,Outstanding
472,1218,2024,100.0,94.7,100.0,100.0,100.0,98.9,Outstanding
473,1220,2022,86.1,83.8,80.9,87.6,95.3,86.2,Exceeds
474,1220,2023,83.5,79.8,76.6,75.5,86.4,80.6,Meets
475,1220,2024,86.8,86.8,84.7,89.5,84.8,86.5,Exceeds
476,1221,2022,84.4,83.3,81.0,91.4,92.0,85.7,Exceeds
477,1221,2023,76.3,76.6,83.7,81.1,83.0,79.6,Meets
478,1221,2024,84.1,90.4,86.7,89.1,83.3,86.5,Exceeds
479,1222,2022,60.4,50.4,46.9,59.1,54.3,54.6,Needs Improvement
480,1222,2023,88.7,79.7,88.7,74.8,83.3,84.0,Meets
481,1222,2024,76.4,73.6,68.3,68.0,71.9,72.3,Needs Improvement
482,1223,2022,75.1,73.1,68.6,79.7,79.4,74.7,Needs Improvement
483,1223,2023,92.0,89.8,82.0,79.6,89.0,87.2,Exceeds
484,1223,2024,81.3,84.4,84.6,75.9,79.3,81.5,Meets
485,1224,2022,76.0,65.9,63.6,71.5,73.4,70.4,Needs Improvement
486,1224,2023,74.0,69.5,68.9,59.3,72.0,69.6,Needs Improvement
487,1224,2024,75.9,75.6,83.1,76.0,82.1,78.2,Meets
488,1225,2022,78.6,73.7,73.8,79.7,78.0,76.7,Meets
489,1225,2023,83.0,87.5,80.2,82.4,83.0,83.2,Meets
490,1225,2024,96.0,87.8,93.1,92.6,93.1,92.8,Outstanding
491,1228,2022,80.1,73.6,85.9,79.6,76.2,79.3,Meets
492,1228,2023,81.2,90.0,82.1,90.6,90.7,86.0,Exceeds
493,1228,2024,84.7,84.0,90.0,85.0,78.3,84.7,Meets
494,1229,2022,90.6,92.5,96.5,95.0,99.8,94.2,Outstanding
495,1229,2023,86.1,80.8,80.1,73.2,79.9,81.0,Meets
496,1229,2024,87.5,88.1,86.2,81.4,81.2,85.5,Exceeds
497,1230,2023,100.0,90.4,88.6,98.9,98.6,95.4,Outstanding
498,1230,2024,74.4,77.3,77.4,81.6,79.1,77.4,Meets
499,1231,2024,84.4,75.5,87.1,70.3,76.0,79.8,Meets
500,1232,2024,87.2,86.9,98.8,83.8,95.3,90.2,Outstanding
501,1233,2022,81.9,80.4,90.9,79.1,83.2,83.2,Meets
502,1233,2023,99.3,98.8,100.0,99.6,96.1,98.9,Outstanding
503,1233,2024,78.5,77.8,73.9,75.3,82.9,77.6,Meets
504,1234,2023,89.7,95.2,93.0,98.1,91.1,92.9,Outstanding
505,1234,2024,73.4,62.8,71.4,72.9,72.2,70.6,Needs Improvement
506,1235,2022,98.5,97.3,98.5,86.9,100.0,96.7,Outstanding
507,1235,2023,85.1,82.5,78.0,84.4,80.6,82.4,Meets
508,1235,2024,68.6,67.3,65.8,69.7,77.0,69.2,Needs Improvement
509,1236,2022,79.3,78.5,90.4,80.7,90.2,83.2,Meets
510,1236,2023,87.3,86.7,87.3,85.9,82.0,86.2,Exceeds
511,1236,2024,80.6,81.6,72.7,70.3,80.0,77.6,Meets
512,1237,2023,86.6,77.1,75.0,76.7,85.5,80.7,Meets
513,1237,2024,82.1,83.1,88.9,86.9,84.9,84.8,Meets
514,1239,2022,77.8,81.4,88.2,82.8,87.3,82.8,Meets
515,1239,2023,70.5,78.8,75.4,78.4,75.4,75.1,Meets
516,1239,2024,71.5,69.8,67.3,63.9,77.6,70.1,Needs Improvement
517,1241,2023,86.2,83.8,98.4,94.5,94.3,90.6,Outstanding
518,1241,2024,74.6,83.7,72.2,85.3,83.1,78.8,Meets
519,1244,2023,71.4,77.8,80.7,80.4,72.4,76.0,Meets
520,1244,2024,100.0,89.6,100.0,95.4,93.2,96.2,Outstanding
521,1245,2024,93.5,87.9,89.2,85.3,90.9,89.9,Exceeds
522,1246,2022,75.4,75.5,71.4,75.3,83.1,75.8,Meets
523,1246,2023,78.1,81.6,71.9,77.6,77.3,77.4,Meets
524,1246,2024,78.9,78.7,85.4,70.5,75.9,78.5,Meets
525,1247,2022,87.8,85.5,90.3,78.2,87.2,86.3,Exceeds
526,1247,2023,96.3,92.3,82.1,94.9,87.5,91.1,Outstanding
527,1247,2024,93.7,88.8,95.1,88.5,89.0,91.5,Outstanding
528,1248,2022,75.7,84.5,85.3,80.5,84.9,81.5,Meets
529,1248,2023,79.1,70.4,68.9,70.1,75.3,73.4,Needs Improvement
530,1248,2024,70.9,70.5,64.3,64.8,70.2,68.5,Needs Improvement
531,1249,2022,69.0,71.6,71.0,68.7,70.0,70.0,Needs Improvement
532,1249,2023,74.6,73.4,82.5,70.8,79.2,76.1,Meets
533,1249,2024,87.3,85.8,93.2,86.3,81.9,87.2,Exceeds
534,1250,2023,88.2,81.4,75.5,79.0,87.6,82.8,Meets
535,1250,2024,97.7,96.0,100.0,94.5,92.2,96.5,Outstanding
536,1252,2024,85.4,87.2,97.9,86.8,94.6,89.8,Exceeds
537,1253,2024,87.8,84.6,92.4,83.3,87.9,87.4,Exceeds
538,1254,2024,85.8,77.7,77.1,79.0,82.7,81.0,Meets
539,1255,2022,77.2,86.5,83.4,78.5,80.1,80.9,Meets
540,1255,2023,81.1,72.5,76.0,73.6,81.9,77.4,Meets
541,1255,2024,78.9,76.4,74.0,72.2,76.4,76.0,Meets
542,1256,2022,76.0,74.7,78.1,71.5,80.0,76.1,Meets
543,1256,2023,84.0,76.4,79.6,86.3,88.8,82.7,Meets
544,1256,2024,73.2,71.9,80.2,62.7,79.0,73.6,Needs Improvement
545,1257,2022,81.6,76.1,88.1,78.2,81.1,81.2,Meets
546,1257,2023,82.4,82.9,89.0,76.4,81.5,82.8,Meets
547,1257,2024,75.0,66.6,65.0,70.1,78.0,71.0,Needs Improvement
548,1258,2023,71.4,75.5,62.9,70.6,76.5,71.2,Needs Improvement
549,1258,2024,88.1,85.3,75.4,84.2,76.3,82.6,Meets
550,1259,2024,79.4,81.5,80.4,81.3,75.6,79.7,Meets
551,1260,2022,75.8,77.1,80.4,67.0,79.7,76.2,Meets
552,1260,2023,82.4,81.1,88.1,82.3,85.2,83.7,Meets
553,1260,2024,85.4,76.7,90.9,75.2,78.2,82.2,Meets
554,1261,2022,79.0,85.6,76.7,77.5,81.0,79.9,Meets
555,1261,2023,79.9,86.3,84.9,89.0,87.8,84.7,Meets
556,1261,2024,100.0,87.3,95.4,99.0,96.6,95.9,Outstanding
557,1263,2024,75.8,74.2,67.3,69.9,76.2,73.0,Needs Improvement
558,1265,2022,81.4,80.3,87.7,79.2,77.4,81.5,Meets
559,1265,2023,74.2,68.9,69.5,67.1,67.6,70.1,Needs Improvement
560,1265,2024,78.1,69.5,82.6,78.9,81.1,77.8,Meets
561,1267,2024,94.9,86.8,90.9,84.2,94.6,90.8,Outstanding
562,1268,2022,84.6,82.9,81.3,82.6,95.7,85.0,Exceeds
563,1268,2023,85.8,83.3,90.2,83.7,91.1,86.7,Exceeds
564,1268,2024,79.9,83.2,83.1,72.0,87.8,81.2,Meets
565,1269,2022,88.2,91.0,99.5,85.3,87.7,90.5,Outstanding
566,1269,2023,86.1,80.0,82.8,84.8,82.2,83.4,Meets
567,1269,2024,80.8,80.4,83.4,86.8,79.3,81.9,Meets
568,1270,2022,90.4,91.2,87.4,90.5,87.8,89.6,Exceeds
569,1270,2023,86.1,86.2,92.6,82.8,93.5,88.0,Exceeds
570,1270,2024,93.3,93.2,98.7,86.0,87.7,92.4,Outstanding
571,1271,2022,82.7,83.7,96.4,94.5,91.4,88.7,Exceeds
572,1271,2023,75.8,68.6,68.7,74.2,67.0,71.4,Needs Improvement
573,1271,2024,82.5,76.8,71.3,79.3,80.0,78.3,Meets
574,1272,2024,86.4,82.1,80.3,93.5,91.4,86.1,Exceeds
575,1273,2024,89.4,80.8,89.8,82.6,81.0,85.5,Exceeds
576,1274,2022,81.4,79.5,91.1,80.3,91.0,84.2,Meets
577,1274,2023,82.8,71.6,68.4,77.0,79.8,76.4,Meets
578,1274,2024,86.7,76.3,78.4,80.6,76.6,80.5,Meets
579,1275,2022,80.4,76.7,67.4,64.8,78.2,74.4,Needs Improvement
580,1275,2023,79.3,76.4,79.3,70.9,78.8,77.4,Meets
581,1275,2024,77.8,69.6,79.1,79.6,69.5,75.4,Meets
582,1276,2022,84.7,85.7,79.4,88.5,77.2,83.3,Meets
583,1276,2023,71.3,67.4,59.4,69.8,62.2,66.5,Needs Improvement
584,1276,2024,76.6,74.6,78.2,75.9,76.4,76.4,Meets
585,1277,2023,86.8,74.1,86.0,71.3,87.7,81.9,Meets
586,1277,2024,89.6,84.5,79.0,91.2,92.1,87.1,Exceeds
587,1278,2022,76.3,74.4,75.5,74.9,76.0,75.5,Meets
588,1278,2023,82.0,71.6,85.0,80.7,71.3,78.7,Meets
589,1278,2024,98.0,92.1,96.0,80.8,93.6,93.2,Outstanding
590,1279,2023,84.5,79.3,83.1,82.1,90.8,83.8,Meets
591,1279,2024,89.0,89.8,96.4,93.3,93.5,92.0,Outstanding
592,1280,2022,81.4,84.6,84.8,84.7,77.4,82.6,Meets
593,1280,2023,82.9,74.0,79.8,76.0,85.6,79.9,Meets
594,1280,2024,73.5,69.9,79.2,67.3,68.0,72.2,Needs Improvement
595,1281,2022,66.3,56.9,67.8,59.8,67.7,64.0,Needs Improvement
596,1281,2023,75.7,71.4,71.6,73.0,69.7,72.7,Needs Improvement
597,1281,2024,75.6,69.5,72.1,72.2,70.7,72.4,Needs Improvement
598,1282,2022,79.3,83.6,89.0,75.0,76.6,81.0,Meets
599,1282,2023,90.5,83.8,86.9,82.3,86.5,86.6,Exceeds
600,1282,2024,70.0,69.3,73.5,64.3,71.3,69.9,Needs Improvement
601,1283,2022,73.4,77.5,79.8,69.6,68.1,74.1,Needs Improvement
602,1283,2023,87.4,85.5,80.1,84.8,76.8,83.6,Meets
603,1283,2024,87.2,87.3,77.2,80.9,89.6,84.6,Meets
604,1285,2022,86.0,78.5,82.8,74.2,76.8,80.7,Meets
605,1285,2023,91.8,82.3,83.6,88.8,86.4,87.0,Exceeds
606,1285,2024,72.9,73.3,79.3,67.7,72.7,73.5,Needs Improvement
607,1287,2022,92.9,81.9,90.7,82.6,90.6,88.4,Exceeds
608,1287,2023,85.4,81.8,82.1,87.1,83.5,84.0,Meets
609,1287,2024,68.4,66.3,71.2,65.9,60.5,67.0,Needs Improvement
610,1288,2022,63.5,70.8,65.3,57.4,70.5,65.5,Needs Improvement
611,1288,2023,78.0,72.5,82.2,67.0,80.2,76.4,Meets
612,1288,2024,93.6,86.5,86.1,84.9,88.3,88.6,Exceeds
613,1290,2022,75.0,65.9,66.8,62.5,76.9,70.0,Needs Improvement
614,1290,2023,75.5,70.2,83.0,78.7,79.3,77.0,Meets
615,1290,2024,90.9,87.2,96.9,88.5,88.5,90.6,Outstanding
616,1291,2022,83.6,78.4,73.5,66.7,81.8,77.7,Meets
617,1291,2023,66.0,70.9,66.8,66.8,73.4,68.4,Needs Improvement
618,1291,2024,85.2,86.3,86.6,88.7,80.7,85.5,Exceeds
619,1292,2022,84.2,79.1,86.4,77.3,82.6,82.3,Meets
620,1292,2023,73.9,77.6,72.6,77.4,82.2,76.1,Meets
621,1292,2024,95.4,99.2,96.2,97.0,100.0,97.3,Outstanding
622,1293,2022,76.4,77.4,76.9,80.2,78.4,77.6,Meets
623,1293,2023,92.1,85.7,92.2,89.7,82.6,89.1,Exceeds
624,1293,2024,79.8,75.2,73.4,66.4,67.4,73.7,Needs Improvement
625,1294,2022,74.6,74.0,83.5,81.1,73.6,77.1,Meets
626,1294,2023,69.4,76.1,71.7,76.8,74.6,73.1,Needs Improvement
627,1294,2024,72.3,76.9,78.5,81.3,77.3,76.6,Meets
628,1295,2023,81.3,69.4,67.5,78.1,74.0,74.6,Needs Improvement
629,1295,2024,90.1,86.3,87.3,82.9,82.9,86.6,Exceeds
630,1297,2022,81.4,70.3,71.2,68.8,83.5,75.6,Meets
631,1297,2023,73.9,77.5,74.4,81.6,85.1,77.6,Meets
632,1297,2024,85.2,79.7,76.1,83.4,78.7,81.0,Meets
633,1298,2022,75.8,81.8,70.8,70.1,79.9,75.8,Meets
634,1298,2023,76.8,75.2,81.4,79.7,80.5,78.4,Meets
635,1298,2024,86.8,87.8,76.9,77.0,81.2,82.7,Meets
636,1299,2022,84.0,92.1,90.8,92.0,92.0,89.4,Exceeds
637,1299,2023,81.5,77.6,83.8,72.7,72.8,78.6,Meets
638,1299,2024,74.4,74.0,64.0,64.3,69.6,70.0,Needs Improvement
639,1300,2022,96.2,96.9,100.0,100.0,95.9,97.6,Outstanding
640,1300,2023,93.6,94.4,100.0,97.5,92.4,95.4,Outstanding
641,1300,2024,86.7,85.1,87.2,87.5,84.8,86.3,Exceeds
642,1301,2022,75.0,70.4,78.9,73.3,71.1,74.0,Needs Improvement
643,1301,2023,67.3,67.8,64.9,69.8,77.9,68.9,Needs Improvement
644,1301,2024,73.1,77.3,71.8,76.5,78.1,74.9,Needs Improvement
645,1302,2023,78.9,77.7,80.3,70.4,79.4,77.7,Meets
646,1302,2024,66.5,65.0,62.0,73.5,74.3,67.5,Needs Improvement
647,1303,2022,77.6,76.4,82.7,83.4,74.9,78.8,Meets
648,1303,2023,73.2,76.4,67.8,70.3,74.3,72.5,Needs Improvement
649,1303,2024,81.1,74.8,70.8,76.6,83.1,77.4,Meets
650,1304,2024,75.5,71.6,77.9,72.8,70.3,74.0,Needs Improvement
651,1305,2022,93.6,95.3,90.7,89.7,86.6,91.7,Outstanding
652,1305,2023,68.2,70.7,73.8,73.6,70.9,71.0,Needs Improvement
653,1305,2024,88.9,87.1,85.1,87.3,81.4,86.4,Exceeds
654,1306,2023,77.5,82.6,77.3,74.3,85.3,79.2,Meets
655,1306,2024,85.0,89.1,96.8,81.2,88.3,88.1,Exceeds
656,1307,2022,77.9,76.6,83.9,75.3,79.8,78.7,Meets
657,1307,2023,98.0,98.4,92.1,90.2,92.5,94.9,Outstanding
658,1307,2024,88.1,86.5,87.2,81.7,91.3,87.1,Exceeds
659,1308,2022,88.6,88.2,89.3,79.5,82.1,86.3,Exceeds
660,1308,2023,91.2,81.4,82.5,83.0,88.1,85.8,Exceeds
661,1308,2024,89.6,84.7,90.5,85.1,85.7,87.5,Exceeds
662,1309,2022,89.0,89.2,81.6,78.0,84.6,85.2,Exceeds
663,1309,2023,69.7,63.2,61.6,66.7,62.0,65.2,Needs Improvement
664,1309,2024,64.1,67.2,75.7,67.4,74.2,69.0,Needs Improvement
665,1310,2024,86.6,84.0,82.7,86.7,79.0,84.2,Meets
666,1311,2022,82.2,86.0,85.1,92.1,91.1,86.4,Exceeds
667,1311,2023,69.9,68.6,75.1,65.7,71.6,70.3,Needs Improvement
668,1311,2024,86.2,81.7,82.3,77.6,88.3,83.5,Meets
669,1312,2022,78.9,86.3,75.8,77.8,78.5,79.5,Meets
670,1312,2023,75.5,65.9,64.3,71.6,74.6,70.6,Needs Improvement
671,1312,2024,76.8,68.9,70.4,81.5,77.9,74.8,Needs Improvement
672,1314,2022,88.9,78.3,80.1,79.6,87.3,83.4,Meets
673,1314,2023,89.1,87.6,99.6,97.7,92.1,92.6,Outstanding
674,1314,2024,90.6,85.7,84.9,87.9,88.6,87.8,Exceeds
675,1315,2022,78.4,77.5,70.7,83.9,83.7,78.3,Meets
676,1315,2023,77.5,72.7,67.1,79.5,72.9,74.1,Needs Improvement
677,1315,2024,74.7,78.9,73.8,69.0,77.0,74.8,Needs Improvement
678,1316,2024,89.5,81.8,92.3,79.1,90.9,87.2,Exceeds
679,1317,2022,77.3,83.6,80.3,73.5,86.5,80.0,Meets
680,1317,2023,71.7,69.9,63.5,71.1,75.2,70.1,Needs Improvement
681,1317,2024,81.8,82.6,83.0,78.5,78.8,81.3,Meets
682,1318,2023,80.3,80.4,82.3,76.4,76.1,79.5,Meets
683,1318,2024,91.4,97.1,89.2,86.3,96.5,92.1,Outstanding
684,1319,2022,78.8,79.0,80.1,83.8,90.1,81.5,Meets
685,1319,2023,94.0,92.7,85.9,85.9,87.1,89.9,Exceeds
686,1319,2024,83.6,86.2,91.6,84.3,79.8,85.3,Exceeds
687,1320,2023,87.3,91.8,87.1,86.1,90.6,88.5,Exceeds
688,1320,2024,98.5,97.3,93.1,92.3,99.6,96.4,Outstanding
689,1321,2022,95.0,93.3,94.8,92.6,91.9,93.8,Outstanding
690,1321,2023,92.0,90.6,83.6,83.6,83.7,87.5,Exceeds
691,1321,2024,83.0,85.6,84.8,90.0,82.9,84.9,Meets
692,1325,2022,68.7,66.3,62.8,72.5,69.1,67.7,Needs Improvement
693,1325,2023,74.1,80.5,74.4,80.3,82.8,77.7,Meets
694,1325,2024,73.6,67.6,75.5,61.6,71.4,70.7,Needs Improvement
695,1326,2022,79.8,81.3,71.3,86.4,75.7,78.8,Meets
696,1326,2023,79.1,72.2,67.3,69.0,76.7,73.5,Needs Improvement
697,1326,2024,81.2,74.8,78.7,79.2,80.1,79.0,Meets
698,1327,2022,87.8,79.9,81.9,86.5,81.3,83.9,Meets
699,1327,2023,65.5,65.1,66.2,55.9,65.4,64.1,Needs Improvement
700,1327,2024,93.9,96.2,83.6,86.6,89.5,90.5,Outstanding
701,1328,2022,73.5,77.6,80.0,67.0,75.0,74.9,Needs Improvement
702,1328,2023,75.3,69.8,62.2,74.8,75.5,71.5,Needs Improvement
703,1328,2024,70.6,77.7,72.3,74.2,72.1,73.1,Needs Improvement
704,1330,2022,72.6,73.9,75.8,83.9,73.9,75.4,Meets
705,1330,2023,87.4,89.8,87.2,82.4,87.7,87.1,Exceeds
706,1330,2024,83.9,83.0,92.3,91.7,95.1,88.2,Exceeds
707,1332,2022,70.2,70.4,70.4,72.1,74.8,71.3,Needs Improvement
708,1332,2023,67.7,62.7,68.3,72.0,68.5,67.6,Needs Improvement
709,1332,2024,67.0,72.1,62.3,66.7,64.3,66.6,Needs Improvement
710,1333,2022,93.9,90.3,89.8,89.3,93.5,91.6,Outstanding
711,1333,2023,100.0,100.0,100.0,87.4,93.3,97.1,Outstanding
712,1333,2024,92.2,97.3,100.0,100.0,93.5,96.1,Outstanding
713,1334,2023,86.8,89.7,81.6,84.8,94.0,87.1,Exceeds
714,1334,2024,87.8,80.9,77.2,87.6,82.4,83.5,Meets
715,1335,2024,77.9,76.9,79.7,68.8,80.0,77.0,Meets
716,1337,2022,91.5,84.7,89.3,85.5,87.5,88.2,Exceeds
717,1337,2023,83.7,71.8,68.8,79.7,79.4,77.1,Meets
718,1337,2024,73.6,73.3,88.3,74.7,83.8,78.2,Meets
719,1338,2022,78.7,85.7,76.3,87.4,86.3,82.1,Meets
720,1338,2023,76.9,77.9,86.2,74.7,81.3,79.3,Meets
721,1338,2024,86.0,85.2,78.4,84.2,84.9,83.9,Meets
722,1339,2022,91.0,84.3,92.2,85.3,85.7,88.2,Exceeds
723,1339,2023,77.4,72.6,79.6,71.0,76.9,75.8,Meets
724,1339,2024,95.0,100.0,100.0,91.9,100.0,97.3,Outstanding
725,1340,2023,91.5,81.8,83.9,79.0,89.9,85.9,Exceeds
726,1340,2024,89.3,81.2,87.2,91.0,88.3,87.4,Exceeds
727,1342,2024,98.9,96.2,100.0,99.2,99.8,98.8,Outstanding
728,1343,2022,65.8,71.1,64.7,62.8,74.9,67.6,Needs Improvement
729,1343,2023,86.4,88.9,86.8,80.1,86.0,86.0,Exceeds
730,1343,2024,93.1,84.8,84.3,83.7,85.9,87.2,Exceeds
731,1344,2022,92.7,88.9,88.8,85.4,90.6,89.8,Exceeds
732,1344,2023,87.9,83.7,86.6,80.6,86.5,85.5,Exceeds
733,1344,2024,75.3,68.7,70.3,76.4,75.6,73.2,Needs Improvement
734,1345,2024,98.0,93.9,88.4,85.2,94.5,92.8,Outstanding
735,1346,2022,89.5,88.4,79.7,83.3,81.9,85.2,Exceeds
736,1346,2023,87.0,77.0,83.8,74.1,81.2,81.6,Meets
737,1346,2024,92.8,97.5,100.0,100.0,100.0,97.3,Outstanding
738,1347,2022,82.1,80.2,79.9,77.8,90.8,81.9,Meets
739,1347,2023,83.3,84.2,86.4,86.0,77.2,83.6,Meets
740,1347,2024,97.3,90.2,98.7,91.3,92.5,94.5,Outstanding
741,1350,2024,86.2,92.6,87.1,83.0,94.8,88.5,Exceeds
