attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_days,leave_days,attendance_rate
1203,1252,2024-09-01,20,20,0,0,0,100.0
1204,1252,2024-10-01,21,19,1,2,1,90.48
1205,1252,2024-11-01,20,18,1,2,1,90.0
1206,1253,2024-06-01,23,22,0,1,1,95.65
1207,1253,2024-07-01,23,22,0,3,1,95.65
1208,1253,2024-08-01,20,20,0,2,0,100.0
1209,1253,2024-09-01,21,19,0,1,2,90.48
1210,1253,2024-10-01,22,22,0,3,0,100.0
1211,1253,2024-11-01,22,22,0,4,0,100.0
1212,1254,2024-06-01,23,22,0,3,1,95.65
1213,1254,2024-07-01,21,21,0,3,0,100.0
1214,1254,2024-08-01,20,18,2,1,0,90.0
1215,1254,2024-09-01,23,21,1,3,1,91.3
1216,1254,2024-10-01,22,22,0,4,0,100.0
1217,1254,2024-11-01,22,21,1,0,0,95.45
1218,1255,2024-06-01,21,21,0,1,0,100.0
1219,1255,2024-07-01,22,18,3,4,1,81.82
1220,1255,2024-08-01,21,19,2,3,0,90.48
1221,1255,2024-09-01,21,21,0,1,0,100.0
1222,1255,2024-10-01,20,19,0,3,1,95.0
1223,1255,2024-11-01,22,20,1,0,1,90.91
1224,1256,2024-06-01,22,20,1,4,1,90.91
1225,1256,2024-07-01,23,21,1,2,1,91.3
1226,1256,2024-08-01,23,22,0,4,1,95.65
1227,1256,2024-09-01,23,22,0,0,1,95.65
1228,1256,2024-10-01,23,21,1,3,1,91.3
1229,1256,2024-11-01,20,18,2,3,0,90.0
1230,1257,2024-06-01,21,19,0,4,2,90.48
1231,1257,2024-07-01,22,20,0,1,2,90.91
1232,1257,2024-08-01,21,19,0,3,2,90.48
1233,1257,2024-09-01,23,22,0,4,1,95.65
1234,1257,2024-10-01,22,22,0,1,0,100.0
1235,1257,2024-11-01,23,22,1,1,0,95.65
1236,1259,2024-06-01,20,20,0,0,0,100.0
1237,1259,2024-07-01,20,20,0,3,0,100.0
1238,1259,2024-08-01,23,23,0,1,0,100.0
1239,1259,2024-09-01,22,20,1,4,1,90.91
1240,1259,2024-10-01,22,22,0,4,0,100.0
1241,1259,2024-11-01,23,23,0,4,0,100.0
1242,1260,2024-06-01,22,20,0,4,2,90.91
1243,1260,2024-07-01,21,19,1,0,1,90.48
1244,1260,2024-08-01,22,22,0,3,0,100.0
1245,1260,2024-09-01,23,23,0,4,0,100.0
1246,1260,2024-10-01,23,22,1,0,0,95.65
1247,1260,2024-11-01,21,19,1,3,1,90.48
1248,1261,2024-06-01,20,18,2,0,0,90.0
1249,1261,2024-07-01,22,20,0,1,2,90.91
1250,1261,2024-08-01,22,20,0,4,2,90.91
1251,1261,2024-09-01,22,22,0,0,0,100.0
1252,1261,2024-10-01,20,19,0,0,1,95.0
1253,1261,2024-11-01,22,19,3,2,0,86.36
1254,1263,2024-06-01,20,19,1,1,0,95.0
1255,1263,2024-07-01,23,23,0,3,0,100.0
1256,1263,2024-08-01,21,21,0,1,0,100.0
1257,1263,2024-09-01,22,16,6,4,0,72.73
1258,1263,2024-10-01,23,22,1,0,0,95.65
1259,1263,2024-11-01,23,22,0,2,1,95.65
1260,1264,2024-09-01,21,19,0,1,2,90.48
1261,1264,2024-10-01,20,17,2,1,1,85.0
1262,1264,2024-11-01,23,21,2,0,0,91.3
1263,1265,2024-06-01,22,21,0,0,1,95.45
1264,1265,2024-07-01,23,22,1,0,0,95.65
1265,1265,2024-08-01,21,19,2,2,0,90.48
1266,1265,2024-09-01,23,21,1,2,1,91.3
1267,1265,2024-10-01,20,19,1,3,0,95.0
1268,1265,2024-11-01,20,19,1,3,0,95.0
1269,1266,2024-09-01,22,20,0,3,2,90.91
1270,1266,2024-10-01,23,23,0,4,0,100.0
1271,1266,2024-11-01,22,21,0,0,1,95.45
1272,1267,2024-06-01,23,23,0,4,0,100.0
1273,1267,2024-07-01,21,19,0,0,2,90.48
1274,1267,2024-08-01,23,21,1,0,1,91.3
1275,1267,2024-09-01,23,23,0,1,0,100.0
1276,1267,2024-10-01,23,22,1,2,0,95.65
1277,1267,2024-11-01,22,21,0,2,1,95.45
1278,1268,2024-06-01,21,18,3,4,0,85.71
1279,1268,2024-07-01,23,23,0,2,0,100.0
1280,1268,2024-08-01,23,22,0,2,1,95.65
1281,1268,2024-09-01,20,18,1,4,1,90.0
1282,1268,2024-10-01,22,20,1,2,1,90.91
1283,1268,2024-11-01,21,21,0,4,0,100.0
1284,1269,2024-06-01,21,19,1,4,1,90.48
1285,1269,2024-07-01,23,19,3,2,1,82.61
1286,1269,2024-08-01,22,20,1,4,1,90.91
1287,1269,2024-09-01,22,21,0,3,1,95.45
1288,1269,2024-10-01,23,23,0,4,0,100.0
1289,1269,2024-11-01,21,20,0,1,1,95.24
1290,1271,2024-06-01,20,20,0,1,0,100.0
1291,1271,2024-07-01,21,20,0,0,1,95.24
1292,1271,2024-08-01,22,18,3,3,1,81.82
1293,1271,2024-09-01,22,20,1,0,1,90.91
1294,1271,2024-10-01,22,21,0,3,1,95.45
1295,1271,2024-11-01,21,19,2,3,0,90.48
1296,1272,2024-06-01,23,21,1,3,1,91.3
1297,1272,2024-07-01,23,23,0,1,0,100.0
1298,1272,2024-08-01,20,20,0,0,0,100.0
1299,1272,2024-09-01,21,19,0,4,2,90.48
1300,1272,2024-10-01,23,21,1,4,1,91.3
1301,1272,2024-11-01,21,20,0,3,1,95.24
1302,1273,2024-06-01,21,19,2,4,0,90.48
1303,1273,2024-07-01,21,21,0,1,0,100.0
1304,1273,2024-08-01,23,21,0,1,2,91.3
1305,1273,2024-09-01,23,21,2,2,0,91.3
1306,1273,2024-10-01,20,20,0,3,0,100.0
1307,1273,2024-11-01,20,19,0,1,1,95.0
1308,1275,2024-06-01,21,21,0,4,0,100.0
1309,1275,2024-07-01,21,20,1,2,0,95.24
1310,1275,2024-08-01,21,19,0,0,2,90.48
1311,1275,2024-09-01,23,22,0,3,1,95.65
1312,1275,2024-10-01,20,20,0,1,0,100.0
1313,1275,2024-11-01,22,16,5,1,1,72.73
1314,1276,2024-06-01,21,19,1,1,1,90.48
1315,1276,2024-07-01,20,19,0,3,1,95.0
1316,1276,2024-08-01,23,22,0,3,1,95.65
1317,1276,2024-09-01,23,23,0,4,0,100.0
1318,1276,2024-10-01,23,20,1,0,2,86.96
1319,1276,2024-11-01,22,21,0,3,1,95.45
1320,1277,2024-06-01,21,20,1,3,0,95.24
1321,1277,2024-07-01,22,16,6,2,0,72.73
1322,1277,2024-08-01,21,21,0,1,0,100.0
1323,1277,2024-09-01,21,19,0,3,2,90.48
1324,1277,2024-10-01,23,22,1,4,0,95.65
1325,1277,2024-11-01,22,22,0,4,0,100.0
1326,1278,2024-06-01,23,23,0,1,0,100.0
1327,1278,2024-07-01,22,18,3,3,1,81.82
1328,1278,2024-08-01,21,20,1,4,0,95.24
1329,1278,2024-09-01,22,22,0,4,0,100.0
1330,1278,2024-10-01,22,16,6,4,0,72.73
1331,1278,2024-11-01,22,20,0,2,2,90.91
1332,1280,2024-06-01,20,13,5,4,2,65.0
1333,1280,2024-07-01,23,21,0,4,2,91.3
1334,1280,2024-08-01,21,20,0,2,1,95.24
1335,1280,2024-09-01,20,20,0,4,0,100.0
1336,1280,2024-10-01,20,19,0,1,1,95.0
1337,1280,2024-11-01,22,21,0,2,1,95.45
1338,1282,2024-06-01,21,20,1,3,0,95.24
1339,1282,2024-07-01,22,21,1,0,0,95.45
1340,1282,2024-08-01,23,21,0,3,2,91.3
1341,1282,2024-09-01,23,23,0,3,0,100.0
1342,1282,2024-10-01,22,21,0,0,1,95.45
1343,1282,2024-11-01,22,22,0,0,0,100.0
1344,1284,2024-09-01,21,21,0,2,0,100.0
1345,1284,2024-10-01,20,19,0,4,1,95.0
1346,1284,2024-11-01,23,21,1,4,1,91.3
1347,1285,2024-06-01,21,19,2,2,0,90.48
1348,1285,2024-07-01,20,20,0,3,0,100.0
1349,1285,2024-08-01,20,19,0,0,1,95.0
1350,1285,2024-09-01,21,21,0,2,0,100.0
1351,1285,2024-10-01,20,14,4,4,2,70.0
1352,1285,2024-11-01,20,19,0,2,1,95.0
1353,1286,2024-10-01,21,19,2,1,0,90.48
1354,1286,2024-11-01,22,21,0,2,1,95.45
1355,1287,2024-06-01,21,21,0,2,0,100.0
1356,1287,2024-07-01,22,22,0,4,0,100.0
1357,1287,2024-08-01,22,21,0,4,1,95.45
1358,1287,2024-09-01,21,21,0,4,0,100.0
1359,1287,2024-10-01,20,18,1,4,1,90.0
1360,1287,2024-11-01,20,19,0,3,1,95.0
1361,1288,2024-06-01,22,22,0,1,0,100.0
1362,1288,2024-07-01,23,21,2,1,0,91.3
1363,1288,2024-08-01,23,21,0,0,2,91.3
1364,1288,2024-09-01,20,20,0,3,0,100.0
1365,1288,2024-10-01,21,21,0,2,0,100.0
1366,1288,2024-11-01,22,21,0,4,1,95.45
1367,1289,2024-08-01,23,21,2,0,0,91.3
1368,1289,2024-09-01,21,21,0,1,0,100.0
1369,1289,2024-10-01,20,20,0,3,0,100.0
1370,1289,2024-11-01,20,20,0,0,0,100.0
1371,1291,2024-06-01,20,19,1,2,0,95.0
1372,1291,2024-07-01,22,20,0,3,2,90.91
1373,1291,2024-08-01,22,20,2,4,0,90.91
1374,1291,2024-09-01,22,22,0,1,0,100.0
1375,1291,2024-10-01,23,22,0,0,1,95.65
1376,1291,2024-11-01,21,19,2,2,0,90.48
1377,1292,2024-06-01,22,21,0,3,1,95.45
1378,1292,2024-07-01,20,19,1,1,0,95.0
1379,1292,2024-08-01,20,18,2,2,0,90.0
1380,1292,2024-09-01,23,21,0,2,2,91.3
1381,1292,2024-10-01,22,22,0,0,0,100.0
1382,1292,2024-11-01,20,18,0,1,2,90.0
1383,1293,2024-06-01,22,16,4,2,2,72.73
1384,1293,2024-07-01,23,23,0,0,0,100.0
1385,1293,2024-08-01,22,20,1,2,1,90.91
1386,1293,2024-09-01,23,22,0,4,1,95.65
1387,1293,2024-10-01,21,20,0,1,1,95.24
1388,1293,2024-11-01,20,19,0,2,1,95.0
1389,1294,2024-06-01,21,19,0,0,2,90.48
1390,1294,2024-07-01,21,21,0,4,0,100.0
1391,1294,2024-08-01,23,23,0,0,0,100.0
1392,1294,2024-09-01,20,19,0,3,1,95.0
1393,1294,2024-10-01,20,19,1,2,0,95.0
1394,1294,2024-11-01,21,21,0,4,0,100.0
1395,1295,2024-06-01,20,18,1,1,1,90.0
1396,1295,2024-07-01,21,21,0,4,0,100.0
1397,1295,2024-08-01,20,20,0,4,0,100.0
1398,1295,2024-09-01,21,20,0,1,1,95.24
1399,1295,2024-10-01,21,21,0,2,0,100.0
1400,1295,2024-11-01,23,23,0,1,0,100.0
1401,1296,2024-07-01,23,23,0,3,0,100.0
1402,1296,2024-08-01,22,20,1,3,1,90.91
1403,1296,2024-09-01,20,19,0,0,1,95.0
1404,1296,2024-10-01,20,15,3,4,2,75.0
1405,1296,2024-11-01,22,20,2,4,0,90.91
1406,1297,2024-06-01,20,19,1,0,0,95.0
1407,1297,2024-07-01,22,20,0,2,2,90.91
1408,1297,2024-08-01,23,21,0,0,2,91.3
1409,1297,2024-09-01,23,21,1,4,1,91.3
1410,1297,2024-10-01,20,18,0,0,2,90.0
1411,1297,2024-11-01,22,20,2,2,0,90.91
1412,1298,2024-06-01,22,22,0,4,0,100.0
1413,1298,2024-07-01,22,21,1,0,0,95.45
1414,1298,2024-08-01,20,19,0,3,1,95.0
1415,1298,2024-09-01,21,20,0,4,1,95.24
1416,1298,2024-10-01,22,21,0,2,1,95.45
1417,1298,2024-11-01,21,19,0,3,2,90.48
1418,1299,2024-06-01,21,20,0,3,1,95.24
1419,1299,2024-07-01,22,21,0,4,1,95.45
1420,1299,2024-08-01,20,20,0,2,0,100.0
1421,1299,2024-09-01,21,19,2,3,0,90.48
1422,1299,2024-10-01,21,20,0,4,1,95.24
1423,1299,2024-11-01,22,22,0,3,0,100.0
1424,1300,2024-06-01,20,20,0,4,0,100.0
1425,1300,2024-07-01,21,19,1,4,1,90.48
1426,1300,2024-08-01,20,20,0,0,0,100.0
1427,1300,2024-09-01,22,22,0,1,0,100.0
1428,1300,2024-10-01,22,22,0,0,0,100.0
1429,1300,2024-11-01,21,20,0,1,1,95.24
1430,1301,2024-06-01,22,20,2,3,0,90.91
1431,1301,2024-07-01,21,21,0,0,0,100.0
1432,1301,2024-08-01,23,23,0,3,0,100.0
1433,1301,2024-09-01,21,20,0,4,1,95.24
1434,1301,2024-10-01,22,20,1,1,1,90.91
1435,1301,2024-11-01,20,18,1,3,1,90.0
1436,1302,2024-06-01,22,16,5,3,1,72.73
1437,1302,2024-07-01,22,16,6,4,0,72.73
1438,1302,2024-08-01,23,21,1,0,1,91.3
1439,1302,2024-09-01,23,22,0,3,1,95.65
1440,1302,2024-10-01,20,18,2,2,0,90.0
1441,1302,2024-11-01,22,22,0,4,0,100.0
1442,1303,2024-06-01,20,19,0,2,1,95.0
1443,1303,2024-07-01,20,18,2,2,0,90.0
1444,1303,2024-08-01,20,20,0,3,0,100.0
1445,1303,2024-09-01,21,20,1,0,0,95.24
1446,1303,2024-10-01,23,23,0,3,0,100.0
1447,1303,2024-11-01,20,18,0,3,2,90.0
1448,1304,2024-06-01,22,22,0,2,0,100.0
1449,1304,2024-07-01,22,22,0,2,0,100.0
1450,1304,2024-08-01,21,16,4,4,1,76.19
1451,1304,2024-09-01,20,18,2,3,0,90.0
1452,1304,2024-10-01,22,21,0,1,1,95.45
1453,1304,2024-11-01,21,19,1,0,1,90.48
1454,1305,2024-06-01,20,20,0,3,0,100.0
1455,1305,2024-07-01,20,17,2,0,1,85.0
1456,1305,2024-08-01,22,22,0,2,0,100.0
1457,1305,2024-09-01,22,20,1,0,1,90.91
1458,1305,2024-10-01,22,20,0,2,2,90.91
1459,1305,2024-11-01,22,22,0,3,0,100.0
1460,1306,2024-06-01,21,21,0,1,0,100.0
1461,1306,2024-07-01,23,23,0,0,0,100.0
1462,1306,2024-08-01,22,20,0,0,2,90.91
1463,1306,2024-09-01,23,22,0,1,1,95.65
1464,1306,2024-10-01,23,23,0,0,0,100.0
1465,1306,2024-11-01,20,20,0,3,0,100.0
1466,1307,2024-06-01,22,22,0,0,0,100.0
1467,1307,2024-07-01,20,20,0,2,0,100.0
1468,1307,2024-08-01,20,18,2,4,0,90.0
1469,1307,2024-09-01,20,19,1,1,0,95.0
1470,1307,2024-10-01,20,14,4,3,2,70.0
1471,1307,2024-11-01,21,21,0,1,0,100.0
1472,1308,2024-06-01,21,20,1,3,0,95.24
1473,1308,2024-07-01,22,18,4,3,0,81.82
1474,1308,2024-08-01,20,20,0,3,0,100.0
1475,1308,2024-09-01,21,20,1,1,0,95.24
1476,1308,2024-10-01,23,21,1,2,1,91.3
1477,1308,2024-11-01,21,16,5,4,0,76.19
1478,1309,2024-06-01,23,22,0,0,1,95.65
1479,1309,2024-07-01,21,20,0,4,1,95.24
1480,1309,2024-08-01,23,22,1,3,0,95.65
1481,1309,2024-09-01,20,18,0,4,2,90.0
1482,1309,2024-10-01,23,22,1,2,0,95.65
1483,1309,2024-11-01,20,18,2,0,0,90.0
1484,1310,2024-06-01,23,23,0,4,0,100.0
1485,1310,2024-07-01,20,19,0,3,1,95.0
1486,1310,2024-08-01,22,20,2,2,0,90.91
1487,1310,2024-09-01,22,22,0,0,0,100.0
1488,1310,2024-10-01,20,18,0,4,2,90.0
1489,1310,2024-11-01,21,19,1,1,1,90.48
1490,1311,2024-06-01,22,20,0,1,2,90.91
1491,1311,2024-07-01,22,21,0,4,1,95.45
1492,1311,2024-08-01,21,21,0,3,0,100.0
1493,1311,2024-09-01,22,21,1,4,0,95.45
1494,1311,2024-10-01,22,21,0,3,1,95.45
1495,1311,2024-11-01,22,22,0,4,0,100.0
1496,1312,2024-06-01,22,22,0,1,0,100.0
1497,1312,2024-07-01,23,22,0,3,1,95.65
1498,1312,2024-08-01,20,18,2,0,0,90.0
1499,1312,2024-09-01,21,21,0,1,0,100.0
1500,1312,2024-10-01,23,23,0,2,0,100.0
1501,1312,2024-11-01,21,16,3,4,2,76.19
1502,1313,2024-10-01,21,20,0,2,1,95.24
1503,1313,2024-11-01,23,21,0,1,2,91.3
1504,1314,2024-06-01,23,23,0,1,0,100.0
1505,1314,2024-07-01,22,21,1,0,0,95.45
1506,1314,2024-08-01,21,19,2,2,0,90.48
1507,1314,2024-09-01,21,20,1,3,0,95.24
1508,1314,2024-10-01,21,20,0,3,1,95.24
1509,1314,2024-11-01,20,19,0,4,1,95.0
1510,1315,2024-06-01,21,20,0,0,1,95.24
1511,1315,2024-07-01,22,21,0,0,1,95.45
1512,1315,2024-08-01,20,18,2,0,0,90.0
1513,1315,2024-09-01,21,21,0,0,0,100.0
1514,1315,2024-10-01,21,20,0,0,1,95.24
1515,1315,2024-11-01,21,20,0,4,1,95.24
1516,1316,2024-06-01,21,21,0,2,0,100.0
1517,1316,2024-07-01,22,22,0,3,0,100.0
1518,1316,2024-08-01,21,20,0,1,1,95.24
1519,1316,2024-09-01,20,19,1,3,0,95.0
1520,1316,2024-10-01,20,20,0,2,0,100.0
1521,1316,2024-11-01,20,19,0,4,1,95.0
1522,1317,2024-06-01,23,21,2,0,0,91.3
1523,1317,2024-07-01,20,18,2,1,0,90.0
1524,1317,2024-08-01,21,20,1,1,0,95.24
1525,1317,2024-09-01,21,20,1,2,0,95.24
1526,1317,2024-10-01,22,21,0,0,1,95.45
1527,1317,2024-11-01,21,20,0,4,1,95.24
1528,1318,2024-06-01,21,20,0,0,1,95.24
1529,1318,2024-07-01,23,23,0,4,0,100.0
1530,1318,2024-08-01,20,19,0,1,1,95.0
1531,1318,2024-09-01,23,21,0,3,2,91.3
1532,1318,2024-10-01,23,23,0,3,0,100.0
1533,1318,2024-11-01,20,20,0,3,0,100.0
1534,1319,2024-06-01,22,15,7,0,0,68.18
1535,1319,2024-07-01,23,23,0,2,0,100.0
1536,1319,2024-08-01,20,18,1,3,1,90.0
1537,1319,2024-09-01,23,21,0,1,2,91.3
1538,1319,2024-10-01,20,18,2,4,0,90.0
1539,1319,2024-11-01,22,20,1,2,1,90.91
1540,1320,2024-06-01,23,23,0,0,0,100.0
1541,1320,2024-07-01,20,15,5,2,0,75.0
1542,1320,2024-08-01,22,21,0,3,1,95.45
1543,1320,2024-09-01,21,20,1,2,0,95.24
1544,1320,2024-10-01,21,20,1,1,0,95.24
1545,1320,2024-11-01,23,22,0,3,1,95.65
1546,1321,2024-06-01,22,20,1,1,1,90.91
1547,1321,2024-07-01,20,20,0,0,0,100.0
1548,1321,2024-08-01,23,23,0,4,0,100.0
1549,1321,2024-09-01,22,22,0,3,0,100.0
1550,1321,2024-10-01,22,21,0,1,1,95.45
1551,1321,2024-11-01,20,15,4,3,1,75.0
1552,1322,2024-10-01,20,20,0,0,0,100.0
1553,1322,2024-11-01,21,19,1,0,1,90.48
1554,1325,2024-06-01,22,20,1,4,1,90.91
1555,1325,2024-07-01,21,19,1,1,1,90.48
1556,1325,2024-08-01,22,22,0,2,0,100.0
1557,1325,2024-09-01,22,22,0,0,0,100.0
1558,1325,2024-10-01,21,19,1,0,1,90.48
1559,1325,2024-11-01,23,23,0,4,0,100.0
1560,1326,2024-06-01,20,18,1,0,1,90.0
1561,1326,2024-07-01,20,19,0,0,1,95.0
1562,1326,2024-08-01,22,19,1,2,2,86.36
1563,1326,2024-09-01,20,18,2,2,0,90.0
1564,1326,2024-10-01,23,21,2,4,0,91.3
1565,1326,2024-11-01,23,22,0,0,1,95.65
1566,1327,2024-06-01,21,20,0,3,1,95.24
1567,1327,2024-07-01,21,20,0,1,1,95.24
1568,1327,2024-08-01,21,21,0,3,0,100.0
1569,1327,2024-09-01,20,20,0,0,0,100.0
1570,1327,2024-10-01,20,18,0,2,2,90.0
1571,1327,2024-11-01,21,21,0,3,0,100.0
1572,1328,2024-06-01,22,22,0,3,0,100.0
1573,1328,2024-07-01,21,18,1,4,2,85.71
1574,1328,2024-08-01,20,19,0,3,1,95.0
1575,1328,2024-09-01,20,20,0,0,0,100.0
1576,1328,2024-10-01,23,20,1,3,2,86.96
1577,1328,2024-11-01,20,18,2,2,0,90.0
1578,1332,2024-06-01,20,18,1,4,1,90.0
1579,1332,2024-07-01,20,15,3,1,2,75.0
1580,1332,2024-08-01,21,21,0,2,0,100.0
1581,1332,2024-09-01,21,19,1,0,1,90.48
1582,1332,2024-10-01,23,19,3,3,1,82.61
1583,1332,2024-11-01,22,22,0,1,0,100.0
1584,1333,2024-06-01,23,23,0,0,0,100.0
1585,1333,2024-07-01,22,22,0,0,0,100.0
1586,1333,2024-08-01,21,21,0,3,0,100.0
1587,1333,2024-09-01,23,22,1,1,0,95.65
1588,1333,2024-10-01,21,18,2,0,1,85.71
1589,1333,2024-11-01,23,21,1,4,1,91.3
1590,1335,2024-06-01,22,21,0,3,1,95.45
1591,1335,2024-07-01,21,20,1,0,0,95.24
1592,1335,2024-08-01,20,18,0,2,2,90.0
1593,1335,2024-09-01,20,19,0,2,1,95.0
1594,1335,2024-10-01,21,19,1,3,1,90.48
1595,1335,2024-11-01,23,22,0,3,1,95.65
1596,1337,2024-06-01,21,19,1,2,1,90.48
1597,1337,2024-07-01,21,19,2,1,0,90.48
1598,1337,2024-08-01,21,19,2,2,0,90.48
1599,1337,2024-09-01,22,20,0,3,2,90.91
1600,1337,2024-10-01,21,19,1,2,1,90.48
1601,1337,2024-11-01,23,21,2,1,0,91.3
1602,1338,2024-06-01,22,20,0,3,2,90.91
1603,1338,2024-07-01,20,19,0,0,1,95.0
1604,1338,2024-08-01,23,23,0,0,0,100.0
1605,1338,2024-09-01,22,22,0,2,0,100.0
1606,1338,2024-10-01,23,23,0,2,0,100.0
1607,1338,2024-11-01,20,20,0,3,0,100.0
1608,1339,2024-06-01,20,18,1,4,1,90.0
1609,1339,2024-07-01,20,20,0,2,0,100.0
1610,1339,2024-08-01,21,19,0,3,2,90.48
1611,1339,2024-09-01,21,20,0,1,1,95.24
1612,1339,2024-10-01,23,21,2,1,0,91.3
1613,1339,2024-11-01,23,22,0,2,1,95.65
1614,1340,2024-06-01,22,21,0,4,1,95.45
1615,1340,2024-07-01,23,22,0,2,1,95.65
1616,1340,2024-08-01,23,23,0,4,0,100.0
1617,1340,2024-09-01,23,23,0,1,0,100.0
1618,1340,2024-10-01,21,20,0,4,1,95.24
1619,1340,2024-11-01,21,20,1,1,0,95.24
1620,1342,2024-06-01,23,22,1,4,0,95.65
1621,1342,2024-07-01,23,16,6,4,1,69.57
1622,1342,2024-08-01,20,19,1,2,0,95.0
1623,1342,2024-09-01,23,23,0,0,0,100.0
1624,1342,2024-10-01,21,19,1,1,1,90.48
1625,1342,2024-11-01,23,17,4,1,2,73.91
1626,1343,2024-06-01,21,20,0,2,1,95.24
1627,1343,2024-07-01,23,20,3,4,0,86.96
1628,1343,2024-08-01,23,21,1,4,1,91.3
1629,1343,2024-09-01,21,21,0,2,0,100.0
1630,1343,2024-10-01,23,23,0,4,0,100.0
1631,1343,2024-11-01,22,22,0,4,0,100.0
1632,1344,2024-06-01,20,18,2,2,0,90.0
1633,1344,2024-07-01,23,21,0,0,2,91.3
1634,1344,2024-08-01,20,20,0,1,0,100.0
1635,1344,2024-09-01,20,18,2,1,0,90.0
1636,1344,2024-10-01,22,21,0,0,1,95.45
1637,1344,2024-11-01,21,21,0,3,0,100.0
1638,1345,2024-06-01,21,21,0,1,0,100.0
1639,1345,2024-07-01,22,22,0,1,0,100.0
1640,1345,2024-08-01,22,19,3,4,0,86.36
1641,1345,2024-09-01,23,22,1,4,0,95.65
1642,1345,2024-10-01,23,22,0,3,1,95.65
1643,1345,2024-11-01,23,21,2,1,0,91.3
1644,1346,2024-06-01,23,16,5,2,2,69.57
1645,1346,2024-07-01,21,20,0,2,1,95.24
1646,1346,2024-08-01,20,18,1,4,1,90.0
1647,1346,2024-09-01,23,22,1,0,0,95.65
1648,1346,2024-10-01,23,23,0,4,0,100.0
1649,1346,2024-11-01,20,18,0,2,2,90.0
1650,1347,2024-06-01,20,18,1,1,1,90.0
1651,1347,2024-07-01,20,18,0,0,2,90.0
1652,1347,2024-08-01,20,20,0,2,0,100.0
1653,1347,2024-09-01,21,21,0,0,0,100.0
1654,1347,2024-10-01,22,20,0,4,2,90.91
1655,1347,2024-11-01,20,20,0,3,0,100.0
1656,1348,2024-08-01,23,23,0,2,0,100.0
1657,1348,2024-09-01,20,19,0,2,1,95.0
1658,1348,2024-10-01,20,19,1,1,0,95.0
1659,1348,2024-11-01,23,21,2,4,0,91.3
1660,1349,2024-08-01,20,18,1,2,1,90.0
1661,1349,2024-09-01,20,19,1,3,0,95.0
1662,1349,2024-10-01,21,20,1,2,0,95.24
1663,1349,2024-11-01,20,18,1,0,1,90.0
1664,1350,2024-06-01,23,23,0,0,0,100.0
1665,1350,2024-07-01,21,19,1,3,1,90.48
1666,1350,2024-08-01,22,18,3,3,1,81.82
1667,1350,2024-09-01,21,19,1,4,1,90.48
1668,1350,2024-10-01,22,21,1,2,0,95.45
1669,1350,2024-11-01,21,21,0,1,0,100.0
1670,1351,2024-06-01,22,22,0,3,0,100.0
1671,1351,2024-07-01,22,21,0,3,1,95.45
1672,1351,2024-08-01,23,22,0,0,1,95.65
1673,1351,2024-09-01,21,19,2,0,0,90.48
1674,1351,2024-10-01,20,18,0,0,2,90.0
1675,1351,2024-11-01,22,20,1,0,1,90.91
1676,1352,2024-06-01,20,18,2,0,0,90.0
1677,1352,2024-07-01,20,19,1,1,0,95.0
1678,1352,2024-08-01,21,20,1,2,0,95.24
1679,1352,2024-09-01,23,21,0,0,2,91.3
1680,1352,2024-10-01,20,20,0,0,0,100.0
1681,1352,2024-11-01,21,20,0,1,1,95.24
1682,1354,2024-06-01,20,19,0,0,1,95.0
1683,1354,2024-07-01,21,20,0,4,1,95.24
1684,1354,2024-08-01,21,19,0,4,2,90.48
1685,1354,2024-09-01,22,20,0,3,2,90.91
1686,1354,2024-10-01,20,18,2,4,0,90.0
1687,1354,2024-11-01,21,19,1,0,1,90.48
1688,1355,2024-06-01,22,22,0,2,0,100.0
1689,1355,2024-07-01,23,23,0,4,0,100.0
1690,1355,2024-08-01,20,18,2,0,0,90.0
1691,1355,2024-09-01,21,21,0,2,0,100.0
1692,1355,2024-10-01,21,21,0,2,0,100.0
1693,1355,2024-11-01,21,16,4,3,1,76.19
1694,1356,2024-06-01,23,21,1,1,1,91.3
1695,1356,2024-07-01,22,22,0,4,0,100.0
1696,1356,2024-08-01,20,20,0,3,0,100.0
1697,1356,2024-09-01,23,21,0,1,2,91.3
1698,1356,2024-10-01,21,21,0,2,0,100.0
1699,1356,2024-11-01,20,20,0,0,0,100.0
1700,1357,2024-06-01,21,21,0,3,0,100.0
1701,1357,2024-07-01,23,23,0,0,0,100.0
1702,1357,2024-08-01,23,23,0,3,0,100.0
1703,1357,2024-09-01,22,21,0,4,1,95.45
1704,1357,2024-10-01,21,21,0,4,0,100.0
1705,1357,2024-11-01,23,22,0,0,1,95.65
1706,1358,2024-06-01,20,18,1,4,1,90.0
1707,1358,2024-07-01,21,20,0,2,1,95.24
1708,1358,2024-08-01,20,19,1,2,0,95.0
1709,1358,2024-09-01,23,23,0,1,0,100.0
1710,1358,2024-10-01,23,21,1,1,1,91.3
1711,1358,2024-11-01,20,18,2,3,0,90.0
1712,1360,2024-06-01,20,19,0,2,1,95.0
1713,1360,2024-07-01,20,18,2,1,0,90.0
1714,1360,2024-08-01,20,20,0,3,0,100.0
1715,1360,2024-09-01,20,19,0,4,1,95.0
1716,1360,2024-10-01,23,22,1,0,0,95.65
1717,1360,2024-11-01,22,20,2,2,0,90.91
1718,1363,2024-06-01,22,20,2,2,0,90.91
